Price,Brand,Model,Colour,Wheel Size,Frame Size,Gender,Speed,Material,Age Group,Fork Travel,Rear Travel,Frame,Forks,Brake,Cable,Brake Levers,Chainwheel,Freewheel,Chain,Headset,Crank,Bottom Bracket,Rims,Front Hub,Rear Hub,Tyres,Seat,Handlebars,Handlebar Stem,Grips,Pedal,Fork,Steerer,Stem,Handlebar,Handlebar Tape,Shifter/Brake Levers,Brake System,Front Derailleur,Rear Derailleur,Crankset,Cassette,Saddle,Seatpost,Tubeless Ready Tyres,Tubeless Ready Wheels,Pedals,Dropouts/Axle Type,Maximum Tyre Size,Rear Pannier Rack Compatible,Mudguards Compatible,Replacement Gear Hanger,Weight,Drivetrain,Chainset,Shifters,Wheelset,Brakes,Bars,Use,Brake Rotors,Bar Tape,Brake Caliper Mounts,Wheels,Axles,Max Tyre Clearance,Seat Clamp,Cog,Hub Spacing,Gear/Brake Levers,Tyre Clearance,Seat Post,Cable Routing,Brake Fitment,Components,Disc Brakes,Handle Bar,Stem/Seatpost,Fork Weight,Frame Weight,Chainring,Hubs,Spokes/Nipples,Accessories,Rear Shock,ISCG Tabs,Chainguide,Spokes,Front Tyre,Rear Tyre,Seat Post Clamp,Warranty,Maximum Tyre Sizes,Carrier / Basket,Mudguards,Stand,Additional,Light Front,Light Rear,Front Light,Rear Light,Seatclamp,Tyre,Seatpost Clamp,Kickstand,Mudguard,Bell,Extras,Includes,Shift/Brake Levers,Shift Brake Levers,Manufacturer Part Numbers,17” Blue/Red,19” Blue/Red,21” Blue/Red,17” Black/Flash Yellow,19” Black/Flash Yellow,21” Black/Flash Yellow,Carrier,Carrier Rack,Shock Hardware,Front Derailluer,Cranks,Integrated Handlebar/Stem,Shift/ Brake Levers,Engine,Battery,Charger,Display,Shifter,50cm,53cm,56cm,59cm,62cm,Chain Guide,Front Tyres,Rear Pannier Rack,54cm,58cm,Lights,Frameset,Brake/Shift Levers,Front Brake,Rear Brake,Geometry,BB,Sprocket,Front Wheel,Rear Wheel,Misc,Brakeset,Brakset,Gear Hanger Model Number,Chain Device,Cog Set,Handebar,Rear Cog,Rear Cogs,Rear Cassette,Frame Material,Top Tube Length,Brake Lever,Brake Cable,Driver,Front Rim,Rear Rim,Gyro Tabs,Stuntpegs,Chain Stay Length,Headtube Angle,Seat Tube Angle,Gearing,Crankarms,Chainrings,Brake Calipers,Front Brake Rotor,Rear Brake Rotor,B/b,B/B,Sitting Posture,Hub Type,Number of Gears,Brake Type,Luggage Carrier,Child Seat Compatible,Front Seat Compatible,Rear Seat Compatible,Light,Lock Type,Suspension Fork,Tyre Sealant,Discs,Battery Charger,Brake Rotor,Axle to Crown,Fork Offset,Max Tyre Size,Protection,Front Rotor,Rear Rotor,Brakes/Shifter,Stem Lengths,Shock,Rear Deraileur,Derailleurs,Levers,Shifter L,Shifter R,Brakes Front,Brakes Rear,Tubes,Frame/Fork,Brake Discs,Groupset,Derailleur Rear,Axle Front,Axle Rear,Front Axle,Rear Axle,Suggested Rider Size,Barends,Pegs,Top Tube,Chain Stay,Head Tube,Seat Tube,Brake Mounts,Bar Ends,Stand Over,BB Height,Head Tube Angle,Standover Height,Bottom Bracket Height,Rear Lever,Adjustable Stem,Suspension Forks,Grip(Tape),Spoke,Front Brake Set,Rear Brake Set,Seat Screw,Rear Shifter,Rotors,Grip (Tape),Left Shifter,Right Shifter,Rear rim,Rear hub,Rear Bbrake Set,Front hub,Tyre Type,Minimum Saddle Height,Maximum Saddle Height,F/rim,R/rim,F/hub,R/hub,F/tire,R/tire,F/brake Set,R/brake Set,R/derailleur,R/shifter,Ideal Rider Inside Leg Length
799.00,Octane One,Kode ADV Commuter Road Bike 2021,White - Black,700c,"L, M, S",Unisex,16 Speed,Cro-Mo,------,Rigid,------,"CrMo Steel, custom formed and buttedtubes",------,------,------,------,------,------,KMC 8-Speed,------,------,Square BB,"Octane One 700c 32h, Tubeless Ready",------,------,CST Tracer 700x38c,------,Octane One super flare 440mm,------,Velo bar tape,------,"CrMo Steel fork, 9x100mm, 1-1/8”",------,Octane One Road 31.8mm,------,------,------,------,------,------,Shimano RS-200 50-34T,"Sunrace 11-36T, 8-Speed","Octane One Phoam, synthetic cover, CrMo rails",Octane One Alloy,------,------,------,------,------,------,------,------,------,------,------,"Shimano ST-2400, 2x8-Speed",------,Hayes MX Comp Disc,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,"Front: Octane One 9x100mm, loose ball; Rear: Octane One 10x135mm, loose ball",------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,"Shimano Sora, 8-Speed",------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------
525.49,Octane One,Melt Pump Track Bike 2021,White,"26""",------,Unisex,Single Speed,Aluminium,------,100mm,------,"6061 T6 custom formed and butted tubes, tapered integrated headset",------,------,------,------,------,------,PYC single,Octane One tapered 1&1/8″-1.5″ IS42/IS52,------,Square Taper,"Jalco DBX 26”, 32h",Joytech 9 mm bolt-on,"Joytech single speed, w/14t freewheel",Kenda Small Block 8 26×2.1,------,------,------,"Octane One flange grips, w/o flanges",------,"SR Suntour XCM, 100mm travel",------,Octane One Tone 31.8,"Octane One 31.8, 740mm",------,------,------,------,------,Lassco 32T,------,Octane One fat seat-post combo,Octane One fat seat-post combo,------,------,VP-535,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,Spokes w/14mm nipples,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,V-brake,Tektro Aries 160mm,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,Tektro ML-520,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------
845.49,Octane One,Prone Trail Hardtail Bike 2021,Blue,"29""","L, M",Unisex,10 Speed,Aluminium,------,120mm,------,"Custom formed and butted 6061 aluminium frame, 142×12 dropouts",------,------,------,------,------,------,KMC X10-1 10sp,Octane One tapered 1&1/8″-1.5″ IS42/IS52,------,Square Taper,"Octane One Solar Trail 29” 32h, Tubeless Ready",Octane One 15×110 disc,Octane One Cassette 148x12mm,"WTB Trail Boss 29×2.4"" wire",------,------,------,Octane One flange,------,"Suntour XCM34 Boost, 130mm travel",------,Octane One Tone 45mm 31.8,"Octane One 740mm, 31.8",------,------,------,------,Shimano Deore M6000 10sp,Sunrace FCM80T 30T,Sunrace 11-42 10 sp,"Octane One Phoam, synthetic leather cover, cromo rails",X-Fusion Manic 125mm,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,Spokes w/14mm nipples,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,Shimano SL-M6000,------,------,------,------,------,------,------,------,------,------,------,------,------,Shimano MT-200 hydraulic disc,Shimano MT-200 hydraulic disc,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------
845.49,Octane One,Sour All Mountain Hardtail Bike 2021,Yellow,------,"M, L, S",Unisex,------,------,------,------,------,"Custom formed and butted 6061 Aluminium frame, 142×12 dropouts",------,------,------,------,------,------,KMC X10-1 10sp,Octane One tapered 1&1/8″-1.5″ IS42/IS52,------,Square Taper,"Octane One Solar Trail 27.5” 32h, Tubeless Ready",Octane One 15×110 disc,Octane One Cassette 135x10mm,Kenda Havok 27.5×2.8 wire,------,------,------,"Octane One Flange grips, w/o flanges",------,"Suntour XCR34 Air 140mm, LOR-DS",------,Octane One Tone 45mm 31.8,"Octane One 740mm, 31.8",------,------,------,------,Shimano Deore RD-M6000 10sp,Sunrace FCM80T 30T,Sunrace 11-42 10-Speed,"Octane One Phoam, synthetic leather cover, CrMo rails",X-Fusion Manic 125mm,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,Spokes with 14mm nipples,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,Shimano SL-M6000,------,------,------,------,------,------,------,------,------,------,------,------,------,Shimano MT-200 / 180mm rotor,Shimano MT-200 / 160mm rotor,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------
940.00,Orro,Gold Road Bike (Tiagra) 2021,"Red, Black",700c,"M, XL, L, XXS, S, XS",Unisex,22 Speed,Carbon,------,------,------,Orro Gold Rim Brake Carbon,------,------,------,------,------,------,Shimano CN-4601 Tiagra 10-speed chain 112 links,Token Cartridge bearing sealed,------,Token sealed bearing,------,------,------,Conti Grand Sport Race 700x 25mm,------,------,------,------,------,Orro Gold Rim Brake Carbon,------,Deda Zero1 Black,Deda Zero1 Black,Deda Nastro tape Black,------,------,Shimano Tiagra 10s braze-on Front Derailleur,Shimano Tiagra 10-speed SS Rear Derailleur,Shimano Tiagra 4700 50-34,Shimano Tiagra 10-speed 12-28 Cassette,Orro Road saddle Black,------,------,------,------,------,------,------,------,------,------,------,------,------,Fulcrum Racing R900 HG11,------,------,------,------,------,------,------,------,------,Orro Seat Clamp,------,------,------,------,Deda Zero1 Black,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,Shimano ST-4700 STI LEFT,Shimano ST-4700 STI RIGHT,Shimano BR-4700 TIAGRA FRONT,Shimano BR-4700 TIAGRA REAR,Conti Race 28 inner tube presta valve,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------
940.00,Ridley,Fenix SLA Disc Road Bike (Tiagra) 2021,Red - White,700c,"L, XS, S, M",Unisex,22 Speed,Carbon,------,------,------,------,------,------,------,------,------,------,KMC 10sp,------,"FSA Omega MegaExo 172,5mm 46/36T",------,------,------,------,Vittoria Zaffiro 700x25c,------,------,------,------,------,------,------,4ZA Stratos,4ZA Stratos,------,------,------,Shimano Tiagra 4700 2-Speed braze-on,Shimano Tiagra 4700 10-Speed long cage,------,Shimano Tiagra HG500 10-Speed 11/32,4ZA Stratos,4ZA Stratos,------,------,------,------,------,------,------,------,------,------,------,Shimano Tiagra 4700 2x10-Speed,------,TRP Spyre C,------,------,------,------,------,Shimano RS171 DB,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,Fenix SLA Disc,Shimano RT54 2x 160mm,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------
940.00,Ridley,Kanzo A Adventure Bike (Apex 1) 2021,Green,700c,"L, M, S, XS",Unisex,11 Speed,Aluminium,------,------,------,"Kanzo A Adventure, Triple-Butted 6061-T6 Alloy",------,------,------,------,------,------,KMC,------,------,------,------,------,------,WTB Riddler 700x45c,------,Forza Stratos,------,------,------,"Oryx Disc Adventure, Aluminium, 12x100mm TA",------,------,------,------,------,------,------,SRAM Apex1,------,"SRAM, 11-42T",Forza Stratos,Forza Stratos,------,------,------,------,------,------,------,------,------,SRAM Apex1,SRAM Apex1 42T,------,Shimano RS171 Clincher DB,TRP Spyre C cable-operated disc brakes,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,SRAM Apex1,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------
2537.49,Ridley,Kanzo Fast Rival1 HD Gravel Bike 2021,"Green, Grey",700c,"L, XL, M, S",Unisex,11 Speed,Carbon,------,------,------,"Kanzo Fast, HM/HR Unidirectional Carbon 30T, TA 12x142",------,------,------,------,------,------,SRAM PC-1130,------,"SRAM S350, 42T",------,------,------,------,WTB Venture 700x40,------,------,------,------,------,"Kanzo Fast, 12mm TA",------,Forza Stratos,Forza Cirrus,------,------,------,------,------,------,"SRAM PG-1130, 11-42T",Selle Italia X-LR Air-Cross Light,Kanzo Fast Aero seat post,------,------,------,------,------,------,------,------,------,------,------,------,------,SRAM Rival1,------,------,------,------,------,Forza Norte DB,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,SRAM Rival1,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------
1691.99,Rondo,Bogan ST Gravel Bike 2020,Silver - Grey,"29""",L,Unisex,11 Speed,Steel,------,------,------,Ruut Tange Steel,------,------,------,------,------,------,SRAM PC1130,------,------,BSA 68mm,"Rondo Aluminium 622-23 Tubeless Compatible (tubeless tape, valves and sealant not included)",------,------,WTB Nano 29 X 2.1,------,------,------,Velo Comfort Tape,------,Twintip 2.0 Carbon,------,"Rondo 60mm (S, M), 80mm (L, XL)","Rondo Boomerang, 440mm (S, M); 460mm (L, XL)",------,------,------,------,------,"FSA Omega EXO 42T; 170mm (S), 172.5mm (M,L), 175mm (XL)",Sunrace CSMS7 11-42 11-Speed,Fabric Scoop Flat,Rondo 350 x 27.2mm,------,------,------,------,------,------,------,------,------,------,------,SRAM Apex 1,------,TRP Spyre,------,------,------,------,------,------,------,29x2.1 (622-54),------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,Rondo Superlight sealed bearings,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,SRAM APEX 1 Type 2.1,100/12mm/thread 1.5,142/12mm/thread 1.75,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------
1363.00,Rondo,Booz ST Urban Bike 2020,Military Green-Black,650b,M,Unisex,11 Speed,Steel,------,Rigid,------,Ruut Double Butted CrMo,------,------,------,------,------,------,SRAM PC1130,Upper Stack: ZS 44 / 28.6 Lower Stack: EC 44/ 40 Shis,------,BSA 68mm,Rondo Aluminium 584-23,------,------,WTB Venture 650b x 47,------,------,------,Rondo Grips,------,Twintip Carbon,------,"Rondo 80mm(S, M), 90mm(L,Xl)",Rondo Horizon 660mm,------,------,------,------,"SRAM NX Eagle 1, 11-Speed","FSA Omega Exo 42T 170mm(S), 172.5mm(M,l), 175mm (Xl)",Sunrace CSMS7 11-42T 11-Speed,Fabric Scoop Flat,Rondo 350 x 27.2,------,------,------,------,------,------,------,------,10.5kg,------,------,SRAM NX,------,Shimano BR405,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,Rondo Superlight Sealed Bearings,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,100/12mm/thread 1.5,142/12mm/thread 1.75,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------
3196.00,Rondo,Ruut CF 1 Gravel Bike 2020,SharkSkin - White,700c,M,Unisex,11 Speed,Carbon,------,------,------,Ruut Flex Design EPS Carbon,------,------,------,------,------,------,SRAM Pc1130,------,------,------,Rondo X Hunt Gravel Wide Aluminium,------,------,WTB Nano 700c x 40,------,------,------,Velo Comfort Tape,------,TwinTip 2.0 Carbon with rack mounts,------,"Rondo 80mm(S), 90mm(M), 110mm(L), 110mm(Xl)","Easton Ea70 Ax 420mm(S), 440mm(M,l), 460mm(Xl)",------,------,------,------,SRAM Force 1 Type 2.1,"SRAM Force 1 X-sync 42t 170mm(S), 172.5mm(M,l), 175mm (Xl)",SRAM XG1175 10-42T 11-Speed,Fabric Scoop Flat Cr-ti,Rondo Carbon 350 X 27.2,------,------,------,------,------,------,------,------,------,------,------,SRAM Force 1,------,SRAM Force Hydraulic Brakes,------,------,------,------,------,------,------,700 x 50C or 650B x 2.0”,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,Hunt Sealed Bearings,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------
3289.99,Rondo,Ruut CF 1 Gravel Bike 2021,Grey - Slate,700c,"M, XL, S, L",Unisex,11 Speed,Carbon,------,------,------,Ruut Flex Design Eps Carbon,------,------,------,------,------,------,SRAM PC1130,"Upper Stack: Is 42 / 28,6 Lower Stack: Is 52 / 40 SHIS",------,------,"Rondo X Hunt Gravel X-wide Aluminium Tubeless Compatible (tubeless Tape, Valve And Sealant Not Included)",------,------,Wtb Nano 700c X 40,------,------,------,Velo Comfort Tape,------,Twintip 2.0 Carbon,------,"Rondo 80mm(S), 90mm(M,l), 110mm(Xl)","Spank Wing 12 420mm(S), 440mm(M,l), 460mm(Xl)",------,------,------,------,------,"SRAM Force 1 Dub X-sync 42t 170mm(S), 172.5mm(M,l), 175mm (Xl)",SRAM Xg1175 10-42 11 Speed,Fabric Scoop Flat Cr-Ti,Rondo Carbon 350 X 27.2,------,------,------,------,------,------,------,------,8.9kg,------,------,SRAM Force 1,------,SRAM Force Hydraulic Brakes,------,------,------,------,------,------,------,------,------,------,------,------,"700c X 45/27.5 X 2.2 (622-45, 584-57)",------,------,------,------,------,------,------,------,------,------,Rondo X Hunt Straight Pull,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,SRAM Force 1 Type 2.1,100/15mm/thread 1.5,142/12mm/thread 1.75,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------
2537.99,Rondo,Ruut CF 2 Gravel Bike 2020,Black - Black,700c,L,Unisex,11 Speed,Carbon,------,------,------,Rondo Ruut Carbon,------,------,------,------,------,------,SRAM PC1130,------,------,------,Rondo Aluminium 622-23,------,------,WTB Nano 700c X 40,------,------,------,Velo Comfort Tape,------,Rondo Twintip Carbon 2.0,------,"Rondo 80mm(S), 100mm(M), 110mm(L), 120mm(Xl)","Rondo Flare 420mm(S), 440mm(M,l), 460mm(Xl)",------,------,------,------,------,"SRAM Rival 1 X-sync 42t 170mm(S), 172.5mm(M,l), 175mm (Xl)",SRAM Xg1150 10-42 11 Speed,Fabric Scoop Flat CrMo,Rondo 350 X 27.2,------,------,------,------,------,------,------,------,------,------,------,SRAM Rival 1,------,SRAM Rival Hydraulic Brakes,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,Rondo Superlight Sealed Bearings,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,SRAM Rival 1 Type 2.1,100/12mm/thread 1.5,142/12mm/thread 1.75,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------
2068.00,Rondo,Ruut ST 1 Gravel Bike 2020,Black - Black,700c,S,Unisex,11 Speed,Steel,------,------,------,Ruut 2.0 Tange Steel,------,------,------,------,------,------,SRAM PC1130,------,------,------,Rondo Aluminium 622-23 Tubeless Compatible,------,------,WTB Nano 700C X 40,------,------,------,Velo Comfort Tape,------,Twintip 2.0 Carbon,------,"Rondo 80mm(S), 90mm(M), 110mm(L), 110mm(XL)","Rondo Flare 420mm(S), 440mm(M,L), 460mm(XL)",------,------,------,------,------,"SRAM S350-1 X-SYNC 42T 170mm(S), 172.5mm(M,L), 175mm (XL)",Sunrace CSMS7 11-42 11 Speed,Fabric Scoop Flat,Rondo 350 X 27.2,------,------,------,------,------,------,------,------,------,------,------,SRAM Rival 1,------,SRAM Rival Hydraulic Disc,------,------,------,------,------,------,Front: 100x12mm thru axle; Rear: 142x12mm thru axle,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,Rondo Superlight Sealed Bearings,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,SRAM Rival 1 TYPE 2.1,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------,------
